KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,18D102222,18D102222,18C102992,17K100864,18C100625,18C100625,18C102992,18D101168,18D101168,18D101168,17K100864,18C102992,18C102992,18D102222,18D102222,18C102992,18D101236,18C102992,17K100864,18D103367,18D103367
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi g,Sal psu,SpCond µS/cm,BGA PC RFU,BGA PC ug/L,TDS mg/L,Wiper Position volt,Temp ¡C,Vertical Position m,Battery V,Cable Pwr V
8/8/18,03:40:00,0,FCR,1.41,5.73,38,0.862,15.1,5.01,36.1,108.4,108.4,8.57,1.22,0.02,36.3,0.63,0.68,24,1.178,27.428,0.862,6.02,0
8/8/18,03:50:00,0,FCR,1.41,5.75,37.9,0.864,15.22,5.05,36.1,108.5,108.5,8.59,1.223,0.02,36.3,0.67,0.72,24,1.178,27.374,0.864,6.03,0
8/8/18,04:00:00,0,FCR,1.53,6.21,37.9,0.866,15.17,5.04,36.1,108.3,108.3,8.57,1.226,0.02,36.3,0.7,0.76,24,1.178,27.34,0.866,6.02,0
8/8/18,04:10:00,0,FCR,1.44,5.85,37.9,0.867,15.17,5.04,36.1,108.1,108.1,8.56,1.227,0.02,36.3,0.64,0.69,24,1.178,27.312,0.867,6.03,0
8/8/18,04:20:00,0,FCR,1.46,5.94,37.9,0.867,15.12,5.02,36.1,107.6,107.6,8.53,1.228,0.02,36.3,0.66,0.71,24,1.178,27.271,0.867,6.03,0
8/8/18,04:30:00,0,FCR,1.45,5.9,37.8,0.869,15.29,5.08,36.1,107.6,107.6,8.54,1.23,0.02,36.3,0.78,0.83,24,1.178,27.23,0.869,6.02,0
8/8/18,04:40:00,0,FCR,1.5,6.1,37.8,0.87,15.44,5.13,36.1,107.7,107.7,8.55,1.231,0.02,36.3,0.6,0.65,24,1.178,27.183,0.869,6.03,0
8/8/18,04:50:00,0,FCR,1.48,6.01,37.7,0.87,15.36,5.1,36.1,107.3,107.3,8.53,1.232,0.02,36.3,0.75,0.8,24,1.178,27.13,0.87,6.02,0
8/8/18,05:00:00,0,FCR,1.46,5.92,37.7,0.871,15.43,5.13,36.1,107.1,107.1,8.51,1.233,0.02,36.2,0.87,0.92,24,1.178,27.102,0.871,6.02,0
8/8/18,05:10:00,0,FCR,1.44,5.84,37.7,0.874,15.41,5.12,36.1,106.9,106.9,8.5,1.237,0.02,36.2,0.69,0.74,24,1.178,27.082,0.874,6.03,0
8/8/18,05:20:00,0,FCR,1.5,6.1,37.7,0.875,15.4,5.11,36.1,106.8,106.8,8.5,1.238,0.02,36.2,0.67,0.72,24,1.179,27.063,0.874,6.02,0
8/8/18,05:30:00,0,FCR,1.62,6.56,37.6,0.876,15.37,5.1,36.1,107,107,8.52,1.24,0.02,36.2,0.62,0.68,24,1.179,27.04,0.876,6.02,0
8/8/18,05:40:00,0,FCR,1.53,6.23,37.6,0.88,15.38,5.11,36.1,106.8,106.8,8.51,1.245,0.02,36.2,0.81,0.86,24,1.179,27.004,0.879,6.02,0
8/8/18,05:50:00,0,FCR,1.62,6.59,37.6,0.883,15.38,5.11,36.1,106.5,106.5,8.49,1.25,0.02,36.2,0.58,0.64,24,1.179,26.955,0.883,6.02,0
8/8/18,06:00:00,0,FCR,1.77,7.18,37.5,0.885,15.4,5.12,36.1,105.7,105.7,8.44,1.252,0.02,36.2,0.59,0.65,24,1.179,26.907,0.884,6.03,0
8/8/18,06:10:00,0,FCR,1.6,6.5,37.5,0.886,15.3,5.08,36.1,105.8,105.8,8.45,1.255,0.02,36.2,1,1.05,24,1.179,26.874,0.886,6.02,0
8/8/18,06:20:00,0,FCR,1.65,6.71,37.5,0.887,15.38,5.11,36.1,105.3,105.3,8.42,1.256,0.02,36.2,0.74,0.79,24,1.178,26.837,0.887,6.02,0
8/8/18,06:30:00,0,FCR,1.81,7.32,37.5,0.888,15.35,5.1,36.1,105,105,8.4,1.257,0.02,36.2,0.57,0.62,24,1.178,26.811,0.888,6.01,0
8/8/18,06:40:00,0,FCR,1.45,5.9,37.4,0.89,15.32,5.09,36.1,104.5,104.5,8.36,1.26,0.02,36.2,0.61,0.66,24,1.178,26.772,0.89,6.02,0
8/8/18,06:50:00,0,FCR,1.37,5.58,37.4,0.892,15.36,5.1,36.1,104.2,104.2,8.34,1.262,0.02,36.2,0.49,0.54,24,1.178,26.74,0.891,6.03,0
8/8/18,07:00:00,0,FCR,1.43,5.84,37.4,0.891,15.39,5.11,36.1,104,104,8.33,1.262,0.02,36.2,0.5,0.56,24,1.178,26.707,0.891,6.01,0
8/8/18,07:10:00,0,FCR,1.33,5.41,37.4,0.894,15.39,5.11,36.1,103.9,103.9,8.33,1.266,0.02,36.2,0.53,0.58,24,1.178,26.714,0.894,6.02,0
8/8/18,07:20:00,0,FCR,1.45,5.89,37.4,0.894,15.5,5.15,36.1,103.7,103.7,8.31,1.266,0.02,36.2,0.45,0.51,24,1.178,26.709,0.894,6.01,0
8/8/18,07:30:00,0,FCR,1.48,6.01,37.4,0.894,15.41,5.12,36.1,103.4,103.4,8.28,1.266,0.02,36.2,0.44,0.49,24,1.178,26.706,0.894,6.02,0
8/8/18,07:40:00,0,FCR,1.61,6.53,37.3,0.896,15.42,5.12,36.1,103.2,103.2,8.27,1.269,0.02,36.2,0.46,0.51,24,1.178,26.677,0.896,6.02,0
8/8/18,07:50:00,0,FCR,1.41,5.73,37.3,0.896,15.49,5.14,36.1,103.3,103.3,8.28,1.268,0.02,36.2,0.5,0.56,24,1.178,26.67,0.896,6.02,0
8/8/18,08:00:00,0,FCR,1.42,5.8,37.3,0.896,15.46,5.13,36.1,103.4,103.4,8.29,1.269,0.02,36.2,0.43,0.49,24,1.178,26.661,0.896,6.02,0
8/8/18,08:10:00,0,FCR,1.44,5.84,37.3,0.898,15.51,5.15,36.1,103.3,103.3,8.28,1.272,0.02,36.2,0.42,0.47,24,1.178,26.642,0.898,6.01,0
8/8/18,08:20:00,0,FCR,1.42,5.79,37.3,0.9,15.48,5.14,36.1,103.4,103.4,8.3,1.274,0.02,36.2,0.45,0.5,24,1.178,26.618,0.9,6.01,0
8/8/18,08:30:00,0,FCR,1.52,6.19,37.3,0.901,15.49,5.15,36.1,103.7,103.7,8.32,1.276,0.02,36.2,0.4,0.45,24,1.178,26.591,0.901,6.02,0
8/8/18,08:40:00,0,FCR,1.24,5.05,37.3,0.904,15.52,5.15,36.1,103.6,103.6,8.32,1.279,0.02,36.2,0.31,0.36,24,1.178,26.577,0.904,6.02,0
8/8/18,08:50:00,0,FCR,1.36,5.56,37.3,0.904,15.43,5.12,36.1,103.8,103.8,8.33,1.28,0.02,36.2,0.49,0.54,24,1.178,26.576,0.904,6.02,0
8/8/18,09:00:00,0,FCR,1.49,6.06,37.3,0.906,15.41,5.12,36.1,103.9,103.9,8.34,1.282,0.02,36.2,0.43,0.48,24,1.178,26.558,0.905,6.01,0
8/8/18,09:10:00,0,FCR,1.88,7.62,37.3,0.905,15.46,5.14,36.1,104.2,104.2,8.37,1.281,0.02,36.2,0.53,0.58,24,1.178,26.557,0.905,6.01,0
8/8/18,09:20:00,0,FCR,1.53,6.23,37.3,0.906,15.46,5.13,36.1,104.5,104.5,8.4,1.282,0.02,36.2,0.52,0.57,24,1.179,26.551,0.905,6.02,0
8/8/18,09:30:00,0,FCR,1.49,6.07,37.3,0.905,15.42,5.12,36.1,104.8,104.8,8.42,1.282,0.02,36.2,0.47,0.52,24,1.179,26.555,0.905,6.01,0
8/8/18,09:40:00,0,FCR,1.47,5.97,37.3,0.904,15.49,5.14,36.1,105.2,105.2,8.45,1.279,0.02,36.2,0.38,0.44,24,1.179,26.56,0.904,6.02,0
8/8/18,09:50:00,0,FCR,1.18,4.83,37.3,0.903,15.5,5.15,36.1,105.7,105.7,8.48,1.279,0.02,36.2,0.38,0.44,24,1.179,26.581,0.903,6.01,0
8/8/18,10:00:00,0,FCR,1.43,5.83,37.3,0.901,15.52,5.15,36.1,106.3,106.3,8.53,1.276,0.02,36.2,0.49,0.55,24,1.179,26.582,0.901,6.01,0
8/8/18,10:10:00,0,FCR,1.41,5.73,37.3,0.902,15.48,5.14,36.1,106.8,106.8,8.57,1.277,0.02,36.2,0.4,0.45,24,1.179,26.6,0.902,6.02,0
8/8/18,10:20:00,0,FCR,1.29,5.25,37.4,0.9,15.48,5.14,36.1,107,107,8.58,1.274,0.02,36.2,0.47,0.53,24,1.178,26.633,0.9,6.01,0
8/8/18,10:30:00,0,FCR,1.11,4.53,37.4,0.898,15.57,5.17,36.1,106.8,106.8,8.56,1.272,0.02,36.2,0.44,0.5,24,1.178,26.658,0.898,6.02,0
8/8/18,10:40:00,0,FCR,1.17,4.76,37.4,0.897,15.46,5.14,36.1,107.8,107.8,8.63,1.269,0.02,36.2,0.5,0.55,24,1.178,26.739,0.896,6.01,0
8/8/18,10:50:00,0,FCR,1.23,5.03,37.5,0.895,15.39,5.11,36.1,108.1,108.1,8.65,1.267,0.02,36.3,0.35,0.41,24,1.178,26.772,0.895,6.01,0
8/8/18,11:00:00,0,FCR,1.39,5.67,37.5,0.892,15.36,5.1,36.1,108.3,108.3,8.66,1.263,0.02,36.3,0.37,0.42,24,1.178,26.79,0.892,6.02,0
8/8/18,11:10:00,0,FCR,1.38,5.61,37.6,0.891,15.39,5.11,36.2,109.3,109.3,8.73,1.261,0.02,36.3,0.45,0.5,24,1.178,26.849,0.891,6.01,0
8/8/18,11:20:00,0,FCR,1.4,5.69,37.6,0.889,15.35,5.1,36.1,109.2,109.2,8.72,1.258,0.02,36.3,0.41,0.47,24,1.178,26.86,0.888,6.01,0
8/8/18,11:30:00,0,FCR,1.31,5.33,37.5,0.886,15.63,5.19,36.2,109.7,109.7,8.77,1.254,0.02,36.3,0.31,0.36,24,1.178,26.813,0.885,6,0
8/8/18,11:40:00,0,FCR,1.36,5.52,37.6,0.882,15.7,5.22,36.2,110.7,110.7,8.85,1.249,0.02,36.3,0.5,0.55,24,1.178,26.835,0.882,6.01,0
8/8/18,11:50:00,0,FCR,1.31,5.33,37.6,0.881,15.68,5.21,36.2,111.1,111.1,8.88,1.247,0.02,36.3,0.38,0.43,24,1.178,26.832,0.881,6.01,0
8/8/18,12:00:00,0,FCR,1.32,5.39,37.6,0.881,15.74,5.23,36.2,111.5,111.5,8.91,1.247,0.02,36.3,0.33,0.38,24,1.178,26.821,0.88,6.01,0
8/8/18,12:10:00,0,FCR,1.68,6.82,37.6,0.88,15.88,5.28,36.2,110.4,110.4,8.83,1.246,0.02,36.4,0.52,0.58,24,1.178,26.802,0.88,6.01,0
8/8/18,12:20:00,0,FCR,1.54,6.26,37.6,0.877,15.85,5.26,36.2,111.4,111.4,8.91,1.242,0.02,36.4,0.49,0.55,24,1.179,26.786,0.877,6,0
8/8/18,12:30:00,0,FCR,1.38,5.63,37.6,0.875,15.93,5.29,36.2,111.3,111.3,8.91,1.239,0.02,36.4,0.42,0.47,24,1.179,26.76,0.875,6.01,0
8/8/18,12:40:00,0,FCR,1.3,5.28,37.3,0.875,16.3,5.41,36.1,108.7,108.7,8.73,1.238,0.02,36.2,0.33,0.38,24,1.179,26.557,0.874,6.01,0
8/8/18,12:50:00,0,FCR,1.54,6.26,37.5,0.876,16,5.32,36.2,111.3,111.3,8.93,1.24,0.02,36.3,0.48,0.54,24,1.179,26.653,0.875,6.01,0
8/8/18,13:00:00,0,FCR,1.58,6.43,37.6,0.873,16.05,5.33,36.2,111.5,111.5,8.93,1.235,0.02,36.4,0.47,0.52,24,1.179,26.738,0.872,6.01,0
8/8/18,13:10:00,0,FCR,1.38,5.62,37.5,0.874,16.08,5.34,36.2,111.3,111.3,8.92,1.237,0.02,36.3,0.26,0.31,24,1.179,26.707,0.874,6,0
8/8/18,13:20:00,0,FCR,1.52,6.16,37.6,0.874,16.06,5.34,36.2,111.6,111.6,8.94,1.237,0.02,36.4,0.31,0.36,24,1.179,26.728,0.873,6.01,0
8/8/18,13:30:00,0,FCR,1.45,5.88,37.6,0.87,16.06,5.33,36.3,111.7,111.7,8.94,1.231,0.02,36.4,0.57,0.62,24,1.179,26.775,0.869,6.01,0
8/8/18,13:40:00,0,FCR,1.33,5.41,37.5,0.863,16.49,5.48,36.2,112.3,112.3,9,1.222,0.02,36.3,0.43,0.49,24,1.179,26.687,0.863,6,0
8/8/18,13:50:00,0,FCR,1.43,5.83,37.4,0.867,16.54,5.49,36.2,111.4,111.4,8.93,1.228,0.02,36.3,0.23,0.29,24,1.179,26.64,0.867,6.01,0
8/8/18,14:00:00,0,FCR,1.27,5.19,37.5,0.865,16.65,5.53,36.2,112.6,112.6,9.02,1.225,0.02,36.3,0.28,0.33,24,1.179,26.67,0.865,6,0
8/8/18,14:10:00,0,FCR,1.32,5.37,37.6,0.864,16.26,5.4,36.3,114.1,114.1,9.13,1.223,0.02,36.4,0.45,0.51,24,1.179,26.763,0.863,6,0
8/8/18,14:20:00,0,FCR,1.19,4.88,37.4,0.859,16.88,5.61,36.2,112.7,112.7,9.03,1.217,0.02,36.3,0.28,0.33,24,1.179,26.687,0.859,6.01,0
8/8/18,14:30:00,0,FCR,1.11,4.53,37.1,0.859,18.72,6.22,36,112.1,112.1,9.03,1.217,0.02,36.1,0.2,0.26,23,1.179,26.442,0.859,6,0
8/8/18,14:40:00,0,FCR,1.57,6.37,37,0.861,19.39,6.44,36,116.6,116.6,9.4,1.219,0.02,36.1,0.31,0.36,23,1.179,26.362,0.861,6,0
8/8/18,14:50:00,0,FCR,1.73,7.02,37.1,0.862,19.22,6.39,36,116.1,116.1,9.36,1.221,0.02,36.1,0.28,0.33,23,1.179,26.382,0.862,6,0
8/8/18,15:00:00,0,FCR,1.7,6.91,37.2,0.859,18,5.98,36.1,114.2,114.2,9.2,1.217,0.02,36.2,0.38,0.43,24,1.179,26.437,0.859,6,0
8/8/18,15:10:00,0,FCR,1.56,6.35,37.2,0.859,18.3,6.08,36.1,114.9,114.9,9.24,1.217,0.02,36.2,0.27,0.32,24,1.179,26.485,0.859,6.01,0
8/8/18,15:20:00,0,FCR,1.92,7.79,37.2,0.856,18.29,6.08,36.1,115.8,115.8,9.31,1.212,0.02,36.2,0.33,0.38,24,1.178,26.503,0.856,6,0
8/8/18,15:30:00,0,FCR,1.67,6.79,37.3,0.852,18.37,6.1,36.1,115.4,115.4,9.27,1.206,0.02,36.2,0.31,0.36,24,1.178,26.531,0.852,6,0
8/8/18,15:40:00,0,FCR,1.65,6.71,37.3,0.848,18.24,6.06,36.1,116.5,116.5,9.35,1.201,0.02,36.2,0.37,0.42,24,1.178,26.586,0.848,5.99,0
8/8/18,15:50:00,0,FCR,1.77,7.17,37.2,0.848,17.77,5.9,36.1,114.7,114.7,9.23,1.201,0.02,36.2,0.37,0.42,24,1.178,26.426,0.848,6,0
8/8/18,16:00:00,0,FCR,1.72,6.96,37.3,0.851,17.6,5.85,36.1,114.5,114.5,9.22,1.205,0.02,36.3,0.38,0.44,24,1.178,26.448,0.851,6.01,0
8/8/18,16:10:00,0,FCR,1.86,7.55,37.4,0.851,17.61,5.85,36.2,114.2,114.2,9.18,1.205,0.02,36.3,0.32,0.37,24,1.178,26.537,0.851,6,0
8/8/18,16:20:00,0,FCR,2.07,8.37,37.4,0.853,17.75,5.9,36.2,116.8,116.8,9.38,1.207,0.02,36.3,0.38,0.43,24,1.178,26.532,0.853,6,0
8/8/18,16:30:00,0,FCR,2.05,8.3,37.4,0.859,17.79,5.91,36.2,116.2,116.2,9.33,1.216,0.02,36.3,0.41,0.46,24,1.178,26.539,0.859,6,0
8/8/18,16:40:00,0,FCR,1.99,8.06,37.5,0.86,18.06,6,36.3,117,117,9.4,1.218,0.02,36.4,0.4,0.45,24,1.178,26.544,0.86,6,0
8/8/18,16:50:00,0,FCR,2.18,8.83,37.5,0.858,17.71,5.89,36.2,115.8,115.8,9.3,1.215,0.02,36.4,0.44,0.49,24,1.178,26.594,0.858,6,0
8/8/18,17:00:00,0,FCR,1.95,7.88,37.6,0.849,17.76,5.9,36.3,118.8,118.8,9.51,1.203,0.02,36.4,0.42,0.47,24,1.178,26.748,0.849,6,0
8/8/18,17:10:00,0,FCR,3.37,13.59,37.6,0.838,17.83,5.93,36.3,120,120,9.61,1.186,0.02,36.4,0.42,0.47,24,1.178,26.737,0.837,6,0
8/8/18,17:20:00,0,FCR,2.3,9.31,37.7,0.832,17.89,5.94,36.4,120.8,120.8,9.67,1.178,0.02,36.5,0.45,0.5,24,1.179,26.743,0.832,6,0
8/8/18,17:30:00,0,FCR,2.08,8.43,37.7,0.828,17.85,5.93,36.3,120.2,120.2,9.61,1.173,0.02,36.5,0.3,0.36,24,1.179,26.808,0.828,6,0
8/8/18,17:40:00,0,FCR,1.69,6.84,37.8,0.828,17.43,5.79,36.3,120.5,120.5,9.62,1.172,0.02,36.5,0.51,0.57,24,1.179,26.901,0.828,6.01,0
8/8/18,17:50:00,0,FCR,2.03,8.23,37.8,0.824,17.72,5.89,36.3,119.4,119.4,9.52,1.167,0.02,36.4,0.46,0.52,24,1.179,26.986,0.824,6,0
8/8/18,18:00:00,0,FCR,1.53,6.21,37.8,0.823,17.66,5.87,36.3,119.3,119.3,9.52,1.165,0.02,36.4,0.29,0.35,24,1.179,26.945,0.823,6,0
8/8/18,18:10:00,0,FCR,2.2,8.89,37.8,0.822,17.87,5.94,36.4,121.6,121.6,9.71,1.164,0.02,36.5,0.39,0.44,24,1.179,26.895,0.822,6,0
8/8/18,18:20:00,0,FCR,2.15,8.69,37.7,0.824,17.89,5.94,36.3,120.3,120.3,9.63,1.166,0.02,36.5,0.45,0.5,24,1.179,26.726,0.824,6,0
8/8/18,18:30:00,0,FCR,2.53,10.23,37.7,0.824,17.9,5.95,36.4,121.2,121.2,9.7,1.167,0.02,36.5,0.39,0.44,24,1.179,26.758,0.824,6.01,0
8/8/18,18:40:00,0,FCR,2.36,9.53,37.7,0.829,17.9,5.95,36.4,120.8,120.8,9.67,1.174,0.02,36.5,0.46,0.51,24,1.179,26.755,0.829,6,0
8/8/18,18:50:00,0,FCR,2.46,9.96,37.8,0.828,17.92,5.95,36.4,121,121,9.68,1.172,0.02,36.5,0.47,0.52,24,1.179,26.814,0.827,6,0
8/8/18,19:00:00,0,FCR,1.73,7,37.8,0.826,17.67,5.87,36.4,121.1,121.1,9.67,1.169,0.02,36.5,0.25,0.3,24,1.179,26.912,0.826,5.99,0
8/8/18,19:10:00,0,FCR,2.12,8.56,37.8,0.826,17.96,5.97,36.4,121.2,121.2,9.67,1.169,0.02,36.5,0.4,0.45,24,1.179,26.913,0.826,6,0
8/8/18,19:20:00,0,FCR,2.21,8.95,37.9,0.829,17.78,5.91,36.4,121.5,121.5,9.7,1.174,0.02,36.5,0.41,0.46,24,1.178,26.9,0.829,6,0
8/8/18,19:30:00,0,FCR,2.86,11.55,37.9,0.831,17.9,5.95,36.4,123.3,123.3,9.83,1.177,0.02,36.5,0.39,0.45,24,1.178,26.93,0.831,5.99,0
8/8/18,19:40:00,0,FCR,2.79,11.27,37.9,0.827,17.85,5.93,36.4,123,123,9.81,1.171,0.02,36.5,0.81,0.87,24,1.178,26.943,0.827,6,0
8/8/18,19:50:00,0,FCR,2.33,9.44,37.9,0.825,17.64,5.86,36.4,120.9,120.9,9.63,1.168,0.02,36.5,0.51,0.57,24,1.178,26.974,0.825,5.99,0
8/8/18,20:00:00,0,FCR,2.71,10.94,37.9,0.828,17.82,5.92,36.4,121.9,121.9,9.74,1.173,0.02,36.6,0.51,0.56,24,1.178,26.869,0.828,5.99,0
8/8/18,20:10:00,0,FCR,2.24,9.06,38,0.831,17.28,5.74,36.4,120.2,120.2,9.57,1.176,0.02,36.5,0.32,0.38,24,1.178,27.065,0.831,6,0
8/8/18,20:20:00,0,FCR,2.06,8.36,37.9,0.83,17.36,5.77,36.4,120,120,9.55,1.175,0.02,36.5,0.42,0.47,24,1.178,27.066,0.83,5.99,0
8/8/18,20:30:00,0,FCR,1.69,6.86,37.9,0.83,17.15,5.7,36.3,119.2,119.2,9.48,1.175,0.02,36.4,0.52,0.57,24,1.178,27.106,0.83,6,0
8/8/18,20:40:00,0,FCR,2.05,8.29,38,0.827,16.91,5.62,36.3,119.3,119.3,9.48,1.171,0.02,36.5,0.36,0.41,24,1.178,27.142,0.827,5.99,0
8/8/18,20:50:00,0,FCR,2.19,8.85,38.3,0.826,16.47,5.47,36.5,121.1,121.1,9.59,1.169,0.02,36.7,0.51,0.56,24,1.178,27.349,0.826,5.99,0
8/8/18,21:00:00,0,FCR,2.82,11.37,37.9,0.824,17.84,5.93,36.3,119.1,119.1,9.47,1.167,0.02,36.4,0.59,0.64,24,1.178,27.093,0.824,6,0
8/8/18,21:10:00,0,FCR,2.14,8.65,38.1,0.823,16.89,5.61,36.4,119.3,119.3,9.48,1.165,0.02,36.6,0.48,0.54,24,1.178,27.172,0.823,5.99,0
8/8/18,21:20:00,0,FCR,2.09,8.45,38.3,0.823,16.54,5.49,36.5,119.4,119.4,9.46,1.164,0.02,36.7,0.56,0.61,24,1.177,27.306,0.822,5.99,0
8/8/18,21:30:00,0,FCR,1.87,7.57,38.3,0.823,16.32,5.42,36.5,120.5,120.5,9.54,1.165,0.02,36.7,0.58,0.63,24,1.177,27.357,0.823,5.99,0
8/8/18,21:40:00,0,FCR,2.05,8.31,38.5,0.825,16.19,5.38,36.5,118.3,118.3,9.33,1.168,0.02,36.7,0.58,0.64,24,1.177,27.572,0.825,5.99,0
8/8/18,21:50:00,0,FCR,1.99,8.04,38.6,0.829,15.9,5.28,36.6,117,117,9.22,1.173,0.02,36.8,0.47,0.52,24,1.177,27.625,0.828,6,0
8/8/18,22:00:00,0,FCR,2.23,9.03,38.6,0.829,15.91,5.29,36.6,117,117,9.22,1.174,0.02,36.8,0.58,0.63,24,1.177,27.628,0.829,5.99,0
8/8/18,22:10:00,0,FCR,2.23,9.01,38.6,0.83,15.73,5.23,36.6,117.1,117.1,9.23,1.175,0.02,36.8,0.59,0.64,24,1.177,27.597,0.83,5.99,0
8/8/18,22:20:00,0,FCR,2.11,8.55,38.4,0.829,16.18,5.38,36.4,118.5,118.5,9.35,1.174,0.02,36.6,0.5,0.56,24,1.179,27.543,0.829,5.99,0
8/8/18,22:30:00,0,FCR,2.23,9.02,38.3,0.831,15.23,5.06,36.4,117.9,117.9,9.31,1.177,0.02,36.5,0.55,0.61,24,1.179,27.536,0.831,5.99,0
8/8/18,22:40:00,0,FCR,1.88,7.64,38.5,0.832,14.71,4.89,36.4,113.2,113.2,8.9,1.178,0.02,36.6,0.73,0.79,24,1.179,27.706,0.832,6,0
