MiniDOT Logger Concatenated Data File
Sensor:             7392-024261
Concatenation Date: 2020Mar16 12:54:09 EDT

DO concentration compensated for salinity: 0.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,         Eastern Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1575722100,           2019-12-07 12:35:00,           2019-12-07 07:35:00,      3.380000,      4.918000,         11.361000,                    88.777293,      0.993000
                1575722700,           2019-12-07 12:45:00,           2019-12-07 07:45:00,      3.380000,      4.878000,         11.352000,                    88.615190,      0.992000
                1575723300,           2019-12-07 12:55:00,           2019-12-07 07:55:00,      3.380000,      4.898000,         11.358000,                    88.707936,      0.994000
                1575723900,           2019-12-07 13:05:00,           2019-12-07 08:05:00,      3.380000,      4.878000,         11.338000,                    88.505904,      0.994000
                1575724500,           2019-12-07 13:15:00,           2019-12-07 08:15:00,      3.380000,      4.888000,         11.328000,                    88.450736,      0.993000
                1575725100,           2019-12-07 13:25:00,           2019-12-07 08:25:00,      3.380000,      4.888000,         11.351000,                    88.630323,      0.993000
                1575725700,           2019-12-07 13:35:00,           2019-12-07 08:35:00,      3.380000,      4.888000,         11.362000,                    88.716213,      0.993000
                1575726300,           2019-12-07 13:45:00,           2019-12-07 08:45:00,      3.380000,      4.908000,         11.357000,                    88.723080,      0.993000
                1575726900,           2019-12-07 13:55:00,           2019-12-07 08:55:00,      3.380000,      4.888000,         11.407000,                    89.067580,      0.993000
                1575727500,           2019-12-07 14:05:00,           2019-12-07 09:05:00,      3.380000,      4.888000,         11.372000,                    88.794295,      0.993000
                1575728100,           2019-12-07 14:15:00,           2019-12-07 09:15:00,      3.380000,      4.868000,         11.388000,                    88.873199,      0.993000
                1575728700,           2019-12-07 14:25:00,           2019-12-07 09:25:00,      3.380000,      4.858000,         11.434000,                    89.209084,      0.994000
                1575729300,           2019-12-07 14:35:00,           2019-12-07 09:35:00,      3.380000,      4.868000,         11.422000,                    89.138538,      0.993000
                1575729900,           2019-12-07 14:45:00,           2019-12-07 09:45:00,      3.380000,      4.888000,         11.438000,                    89.309633,      0.993000
                1575730500,           2019-12-07 14:55:00,           2019-12-07 09:55:00,      3.380000,      4.868000,         11.451000,                    89.364857,      0.993000
                1575731100,           2019-12-07 15:05:00,           2019-12-07 10:05:00,      3.380000,      4.888000,         11.373000,                    88.802103,      0.993000
                1575731700,           2019-12-07 15:15:00,           2019-12-07 10:15:00,      3.380000,      4.888000,         11.429000,                    89.239359,      0.994000
                1575732300,           2019-12-07 15:25:00,           2019-12-07 10:25:00,      3.380000,      4.898000,         11.419000,                    89.184356,      0.993000
                1575732900,           2019-12-07 15:35:00,           2019-12-07 10:35:00,      3.380000,      4.888000,         11.411000,                    89.098812,      0.993000
                1575733500,           2019-12-07 15:45:00,           2019-12-07 10:45:00,      3.380000,      4.878000,         11.417000,                    89.122589,      0.993000
                1575734100,           2019-12-07 15:55:00,           2019-12-07 10:55:00,      3.380000,      4.888000,         11.405000,                    89.051964,      0.993000
                1575734700,           2019-12-07 16:05:00,           2019-12-07 11:05:00,      3.380000,      4.908000,         11.430000,                    89.293370,      0.993000
                1575735300,           2019-12-07 16:15:00,           2019-12-07 11:15:00,      3.380000,      4.908000,         11.467000,                    89.582421,      0.994000
                1575735900,           2019-12-07 16:25:00,           2019-12-07 11:25:00,      3.380000,      4.928000,         11.469000,                    89.644413,      0.993000
                1575736500,           2019-12-07 16:35:00,           2019-12-07 11:35:00,      3.380000,      4.928000,         11.499000,                    89.878900,      0.994000
                1575737100,           2019-12-07 16:45:00,           2019-12-07 11:45:00,      3.380000,      4.918000,         11.483000,                    89.730628,      0.994000
                1575737700,           2019-12-07 16:55:00,           2019-12-07 11:55:00,      3.380000,      4.918000,         11.473000,                    89.652486,      0.993000
                1575738300,           2019-12-07 17:05:00,           2019-12-07 12:05:00,      3.380000,      4.888000,         11.491000,                    89.723465,      0.994000
                1575738900,           2019-12-07 17:15:00,           2019-12-07 12:15:00,      3.380000,      4.908000,         11.476000,                    89.652731,      0.993000
                1575739500,           2019-12-07 17:25:00,           2019-12-07 12:25:00,      3.380000,      4.918000,         11.465000,                    89.589972,      0.993000
